,link,id,locality,country,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace,garden,surface_land,swimming_pool,state_building,epc,public_sales,notary_sales
1136,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108096,11108096,Namur,Belgium,Namur,5000,360000,APARTMENT,APARTMENT,2.0,89.0,1,0,0,18.0,0.0,,0,,A,,
1137,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108097,11108097,Namur,Belgium,Namur,5000,375000,APARTMENT,APARTMENT,2.0,92.0,1,0,0,22.0,0.0,,0,,A,,
1138,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11115472,11115472,Namur,Belgium,Namur,5000,250000,APARTMENT,APARTMENT,2.0,120.0,1,0,0,14.0,0.0,,0,TO_RENOVATE,C,,
1139,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11103407,11103407,Namur,Belgium,Namur,5000,235000,APARTMENT,APARTMENT,1.0,60.0,1,0,0,5.0,0.0,,0,,A,,
1140,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11103412,11103412,Namur,Belgium,Namur,5000,240000,APARTMENT,APARTMENT,1.0,60.0,1,0,0,5.0,0.0,,0,,A,,
1141,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11103408,11103408,Namur,Belgium,Namur,5000,340000,APARTMENT,APARTMENT,2.0,91.0,1,0,0,11.0,0.0,,0,,A,,
1142,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11103409,11103409,Namur,Belgium,Namur,5000,345000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,105.0,0.0,,0,,A,,
1143,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11103406,11103406,Namur,Belgium,Namur,5000,350000,APARTMENT,APARTMENT,2.0,91.0,1,0,0,67.0,0.0,,0,,A,,
1144,https://www.immoweb.be/en/classified/house/for-sale/namur/5000/11092504,11092504,Namur,Belgium,Namur,5000,235000,HOUSE,HOUSE,4.0,173.0,1,0,0,12.0,80.0,150.0,0,,E,,
1145,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11129556,11129556,Namur,Belgium,Namur,5000,250000,APARTMENT,APARTMENT,2.0,104.0,1,0,0,17.0,0.0,,0,AS_NEW,B,,
1146,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10894010,10894010,Namur,Belgium,Namur,5000,239000,APARTMENT,APARTMENT,2.0,86.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1147,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10894009,10894009,Namur,Belgium,Namur,5000,307000,APARTMENT,APARTMENT,3.0,103.0,1,0,0,6.0,0.0,,0,AS_NEW,,,
1148,https://www.immoweb.be/en/classified/penthouse/for-sale/namur/5000/11118428,11118428,Namur,Belgium,Namur,5000,765000,APARTMENT,PENTHOUSE,3.0,132.0,1,0,0,120.0,0.0,,0,,A,,
1149,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061408,11061408,Namur,Belgium,Namur,5000,208000,APARTMENT,FLAT_STUDIO,1.0,47.0,1,0,0,20.0,0.0,,0,AS_NEW,A,,
1150,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061400,11061400,Namur,Belgium,Namur,5000,212000,APARTMENT,FLAT_STUDIO,1.0,40.0,1,0,0,12.0,0.0,,0,AS_NEW,A,,
1151,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061396,11061396,Namur,Belgium,Namur,5000,216000,APARTMENT,FLAT_STUDIO,1.0,40.0,1,0,0,9.0,0.0,,0,AS_NEW,A,,
1152,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061399,11061399,Namur,Belgium,Namur,5000,224000,APARTMENT,APARTMENT,1.0,60.0,1,0,0,8.0,0.0,,0,AS_NEW,A,,
1153,https://www.immoweb.be/en/classified/ground-floor/for-sale/namur/5000/11061404,11061404,Namur,Belgium,Namur,5000,226000,APARTMENT,GROUND_FLOOR,1.0,66.0,1,0,0,8.0,0.0,,0,AS_NEW,A,,
1154,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061406,11061406,Namur,Belgium,Namur,5000,228000,APARTMENT,APARTMENT,1.0,59.0,1,0,0,8.0,0.0,,0,AS_NEW,A,,
1155,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061407,11061407,Namur,Belgium,Namur,5000,230000,APARTMENT,FLAT_STUDIO,1.0,59.0,1,0,0,27.0,0.0,,0,AS_NEW,A,,
1156,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061397,11061397,Namur,Belgium,Namur,5000,232000,APARTMENT,APARTMENT,1.0,66.0,1,0,0,8.0,0.0,,0,AS_NEW,A,,
1157,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061402,11061402,Namur,Belgium,Namur,5000,260000,APARTMENT,APARTMENT,2.0,80.0,1,0,0,9.0,0.0,,0,AS_NEW,A,,
1158,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061398,11061398,Namur,Belgium,Namur,5000,268000,APARTMENT,APARTMENT,2.0,80.0,1,0,0,9.0,0.0,,0,AS_NEW,A,,
1159,https://www.immoweb.be/en/classified/ground-floor/for-sale/namur/5000/11061405,11061405,Namur,Belgium,Namur,5000,270000,APARTMENT,GROUND_FLOOR,2.0,84.0,1,0,0,10.0,0.0,,0,AS_NEW,A,,
1160,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061393,11061393,Namur,Belgium,Namur,5000,270000,APARTMENT,APARTMENT,2.0,79.0,1,0,0,7.0,0.0,,0,AS_NEW,A,,
1161,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061401,11061401,Namur,Belgium,Namur,5000,274000,APARTMENT,APARTMENT,2.0,84.0,1,0,0,9.0,0.0,,0,AS_NEW,A,,
1162,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061411,11061411,Namur,Belgium,Namur,5000,278000,APARTMENT,APARTMENT,2.0,84.0,1,0,0,9.0,0.0,,0,AS_NEW,A,,
1163,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061394,11061394,Namur,Belgium,Namur,5000,279000,APARTMENT,APARTMENT,2.0,77.0,1,0,0,6.0,0.0,,0,AS_NEW,A,,
1164,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061403,11061403,Namur,Belgium,Namur,5000,280000,APARTMENT,APARTMENT,2.0,86.0,1,0,0,10.0,0.0,,0,AS_NEW,A,,
1165,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061412,11061412,Namur,Belgium,Namur,5000,284000,APARTMENT,APARTMENT,2.0,86.0,1,0,0,10.0,0.0,,0,AS_NEW,A,,
1166,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061409,11061409,Namur,Belgium,Namur,5000,286000,APARTMENT,APARTMENT,2.0,92.0,1,0,0,10.0,0.0,,0,AS_NEW,A,,
1167,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061395,11061395,Namur,Belgium,Namur,5000,292000,APARTMENT,APARTMENT,2.0,81.0,1,0,0,11.0,0.0,,0,AS_NEW,A,,
1168,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061413,11061413,Namur,Belgium,Namur,5000,355000,APARTMENT,APARTMENT,2.0,96.0,1,0,0,20.0,0.0,,0,AS_NEW,A,,
1169,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847764,10847764,Namur,Belgium,Namur,5000,208000,APARTMENT,APARTMENT,1.0,69.0,1,0,0,6.0,0.0,,0,AS_NEW,,,
1170,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847753,10847753,Namur,Belgium,Namur,5000,239000,APARTMENT,APARTMENT,2.0,86.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1171,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847744,10847744,Namur,Belgium,Namur,5000,244000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,4.0,0.0,,0,AS_NEW,,,
1172,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847754,10847754,Namur,Belgium,Namur,5000,244000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,4.0,0.0,,0,AS_NEW,,,
1173,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847735,10847735,Namur,Belgium,Namur,5000,255000,APARTMENT,APARTMENT,2.0,96.0,1,0,0,8.0,0.0,,0,AS_NEW,,,
1174,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847742,10847742,Namur,Belgium,Namur,5000,255000,APARTMENT,APARTMENT,2.0,86.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1175,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847755,10847755,Namur,Belgium,Namur,5000,260000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,7.0,0.0,,0,AS_NEW,,,
1176,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847763,10847763,Namur,Belgium,Namur,5000,260000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,4.0,0.0,,0,AS_NEW,,,
1177,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847749,10847749,Namur,Belgium,Namur,5000,260000,APARTMENT,APARTMENT,2.0,86.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1178,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847746,10847746,Namur,Belgium,Namur,5000,260000,APARTMENT,APARTMENT,2.0,95.0,0,0,0,5.0,0.0,,0,AS_NEW,,,
1179,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847773,10847773,Namur,Belgium,Namur,5000,260000,APARTMENT,APARTMENT,2.0,95.0,1,0,0,7.0,0.0,,0,AS_NEW,,,
1180,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847782,10847782,Namur,Belgium,Namur,5000,265000,APARTMENT,APARTMENT,2.0,94.0,0,0,0,5.0,0.0,,0,AS_NEW,,,
1181,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847779,10847779,Namur,Belgium,Namur,5000,265000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,4.0,0.0,,0,AS_NEW,,,
1182,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847785,10847785,Namur,Belgium,Namur,5000,265000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1183,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847733,10847733,Namur,Belgium,Namur,5000,265000,APARTMENT,APARTMENT,2.0,87.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
1184,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847783,10847783,Namur,Belgium,Namur,5000,270000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1185,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847738,10847738,Namur,Belgium,Namur,5000,270000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,4.0,0.0,,0,AS_NEW,,,
1186,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847741,10847741,Namur,Belgium,Namur,5000,270000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1187,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847734,10847734,Namur,Belgium,Namur,5000,275000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1188,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847768,10847768,Namur,Belgium,Namur,5000,276000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1189,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847772,10847772,Namur,Belgium,Namur,5000,276000,APARTMENT,APARTMENT,2.0,103.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
1190,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847777,10847777,Namur,Belgium,Namur,5000,278000,APARTMENT,APARTMENT,2.0,91.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1191,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847751,10847751,Namur,Belgium,Namur,5000,281000,APARTMENT,APARTMENT,2.0,95.0,1,0,0,7.0,0.0,,0,AS_NEW,,,
1192,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847731,10847731,Namur,Belgium,Namur,5000,284000,APARTMENT,APARTMENT,2.0,94.0,1,0,0,5.0,0.0,,0,AS_NEW,,,
1193,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847762,10847762,Namur,Belgium,Namur,5000,286000,APARTMENT,APARTMENT,2.0,103.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
1194,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847767,10847767,Namur,Belgium,Namur,5000,286000,APARTMENT,APARTMENT,2.0,87.0,1,0,0,4.0,0.0,,0,AS_NEW,,,
1195,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847748,10847748,Namur,Belgium,Namur,5000,286000,APARTMENT,APARTMENT,2.0,95.0,1,0,0,7.0,0.0,,0,AS_NEW,,,
1196,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847780,10847780,Namur,Belgium,Namur,5000,286000,APARTMENT,APARTMENT,3.0,117.0,1,0,0,8.0,0.0,,0,AS_NEW,,,
1197,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847778,10847778,Namur,Belgium,Namur,5000,291000,APARTMENT,APARTMENT,2.0,103.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
1198,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847730,10847730,Namur,Belgium,Namur,5000,299000,APARTMENT,APARTMENT,2.0,103.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
1199,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847740,10847740,Namur,Belgium,Namur,5000,302000,APARTMENT,APARTMENT,2.0,93.0,1,0,0,28.0,0.0,,0,AS_NEW,,,
1200,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847750,10847750,Namur,Belgium,Namur,5000,302000,APARTMENT,APARTMENT,3.0,103.0,1,0,0,6.0,0.0,,0,AS_NEW,,,
1201,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847747,10847747,Namur,Belgium,Namur,5000,307000,APARTMENT,APARTMENT,3.0,103.0,1,0,0,6.0,0.0,,0,AS_NEW,,,
1202,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847784,10847784,Namur,Belgium,Namur,5000,312000,APARTMENT,APARTMENT,3.0,111.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
1203,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847759,10847759,Namur,Belgium,Namur,5000,314000,APARTMENT,APARTMENT,3.0,117.0,1,0,0,8.0,0.0,,0,AS_NEW,,,
1204,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847757,10847757,Namur,Belgium,Namur,5000,320000,APARTMENT,APARTMENT,3.0,117.0,1,0,0,8.0,0.0,,0,AS_NEW,,,
1205,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847765,10847765,Namur,Belgium,Namur,5000,359000,APARTMENT,APARTMENT,3.0,119.0,1,0,0,28.0,0.0,,0,AS_NEW,,,
1206,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847776,10847776,Namur,Belgium,Namur,5000,369000,APARTMENT,APARTMENT,3.0,112.0,1,0,0,19.0,0.0,,0,AS_NEW,,,
1207,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10641148,10641148,Namur,Belgium,Namur,5000,850000,APARTMENT,APARTMENT,2.0,171.0,1,0,0,12.0,0.0,,0,,,,
1208,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11099211,11099211,Namur,Belgium,Namur,5000,465000,APARTMENT,APARTMENT,2.0,131.0,1,0,0,9.0,0.0,,0,AS_NEW,A,,
1209,https://www.immoweb.be/en/classified/house/for-sale/namur/5000/11084512,11084512,Namur,Belgium,Namur,5000,425000,HOUSE,HOUSE,3.0,170.0,1,0,0,38.0,285.0,326.0,0,AS_NEW,C,,
1210,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11118430,11118430,Namur,Belgium,Namur,5000,320000,APARTMENT,APARTMENT,2.0,85.0,1,0,0,10.0,0.0,,0,,,,
1211,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10967342,10967342,Namur,Belgium,Namur,5000,179000,APARTMENT,APARTMENT,1.0,47.0,1,0,1,0.0,0.0,,0,GOOD,B,,
1212,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11118432,11118432,Namur,Belgium,Namur,5000,325000,APARTMENT,APARTMENT,3.0,120.0,1,0,0,4.0,0.0,,0,GOOD,B,,
1213,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11118427,11118427,Namur,Belgium,Namur,5000,425000,APARTMENT,APARTMENT,2.0,120.0,1,0,0,20.0,0.0,,0,AS_NEW,C,,
1214,https://www.immoweb.be/en/classified/mansion/for-sale/namur/5000/11120701,11120701,Namur,Belgium,Namur,5000,475000,HOUSE,MANSION,4.0,170.0,1,0,0,13.0,260.0,333.0,0,JUST_RENOVATED,C,,
1215,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11129609,11129609,Namur,Belgium,Namur,5000,262500,APARTMENT,APARTMENT,2.0,110.0,1,0,0,9.0,100.0,,0,AS_NEW,B,,
1216,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11118429,11118429,Namur,Belgium,Namur,5000,177000,APARTMENT,FLAT_STUDIO,1.0,47.0,1,0,0,0.0,0.0,,0,,,,
1217,https://www.immoweb.be/en/classified/farmhouse/for-sale/namur/5000/10615796,10615796,Namur,Belgium,Namur,5000,640000,HOUSE,FARMHOUSE,5.0,800.0,1,0,1,40.0,19474.0,19474.0,0,TO_RENOVATE,G,,
1218,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/namur/5000/10793832,10793832,Namur,Belgium,Namur,5000,720000,HOUSE,MIXED_USE_BUILDING,3.0,271.0,1,0,0,0.0,0.0,140.0,0,,D,,
1219,https://www.immoweb.be/en/classified/house/for-sale/namur/5000/11029585,11029585,Namur,Belgium,Namur,5000,749000,HOUSE,HOUSE,3.0,198.0,1,0,1,18.0,0.0,260.0,0,,C,,
